% Title: HIV, All Species Singlenet
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,Infected}
@ATTRIBUTE SORD NUMERIC
@ATTRIBUTE COL14A1 NUMERIC
@ATTRIBUTE PECAM1 NUMERIC
@ATTRIBUTE SLC6A6 NUMERIC
@ATTRIBUTE DTNA NUMERIC
@ATTRIBUTE PRKCB NUMERIC
@ATTRIBUTE GRB10 NUMERIC
@ATTRIBUTE RELB NUMERIC
@ATTRIBUTE GNA14 NUMERIC
@ATTRIBUTE CCDC50 NUMERIC
@ATTRIBUTE DNAJC3 NUMERIC
@ATTRIBUTE CORO1A NUMERIC
@ATTRIBUTE VTI1A NUMERIC
@ATTRIBUTE TUBB2A NUMERIC
@ATTRIBUTE TNP1 NUMERIC
@ATTRIBUTE CADPS NUMERIC
@ATTRIBUTE PTRF NUMERIC
@ATTRIBUTE LRIG1 NUMERIC
@ATTRIBUTE NEK2 NUMERIC
@ATTRIBUTE UBE2Z NUMERIC
@ATTRIBUTE HNRNPA3 NUMERIC
@ATTRIBUTE ATP2B2 NUMERIC
@ATTRIBUTE CLN8 NUMERIC
@ATTRIBUTE SLC30A5 NUMERIC
@ATTRIBUTE SP100 NUMERIC
@ATTRIBUTE ZFP106 NUMERIC
@ATTRIBUTE FBLN1 NUMERIC
@ATTRIBUTE TCF20 NUMERIC
@ATTRIBUTE TGFB3 NUMERIC
@ATTRIBUTE SEPT2 NUMERIC
@ATTRIBUTE PPARGC1A NUMERIC
@ATTRIBUTE WFS1 NUMERIC
@ATTRIBUTE FBXO3 NUMERIC
@ATTRIBUTE KPNB1 NUMERIC
@ATTRIBUTE PAK2 NUMERIC
@ATTRIBUTE CD44 NUMERIC
@ATTRIBUTE GALT NUMERIC
@ATTRIBUTE HGFAC NUMERIC
@ATTRIBUTE MAPRE2 NUMERIC
@ATTRIBUTE PLA2G10 NUMERIC
@ATTRIBUTE CHERP NUMERIC
@ATTRIBUTE CSNK1A1 NUMERIC
@ATTRIBUTE ANK3 NUMERIC
@ATTRIBUTE SCARB2 NUMERIC
@ATTRIBUTE COL4A2 NUMERIC
@ATTRIBUTE ABLIM1 NUMERIC
@ATTRIBUTE TOLLIP NUMERIC
@ATTRIBUTE CLEC11A NUMERIC
@ATTRIBUTE TGM2 NUMERIC
@ATTRIBUTE TCF4 NUMERIC
@ATTRIBUTE PDE1A NUMERIC
@ATTRIBUTE PITPNA NUMERIC
@ATTRIBUTE PTPN5 NUMERIC
@ATTRIBUTE CCDC96 NUMERIC
@ATTRIBUTE TK2 NUMERIC
@ATTRIBUTE ADCY9 NUMERIC
@ATTRIBUTE XPNPEP1 NUMERIC
@ATTRIBUTE ORMDL3 NUMERIC
@ATTRIBUTE CPSF2 NUMERIC
@ATTRIBUTE GATAD2A NUMERIC
@ATTRIBUTE UHRF1 NUMERIC
@ATTRIBUTE BBS9 NUMERIC
@ATTRIBUTE PAX3 NUMERIC
@ATTRIBUTE NUP50 NUMERIC
@ATTRIBUTE FPR1 NUMERIC
@ATTRIBUTE ALDH3A2 NUMERIC
@ATTRIBUTE PPM1B NUMERIC
@ATTRIBUTE NADK NUMERIC

@DATA
Control,656.503,661.25,660.453,659.94,658.098,660.938,657.103,663.278,660.355,660.453,660.445,661.779,662.877,663.028,659.222,660.203,657.066,656.894,660.857,662.586,655.907,656.14,660.453,661.201,659.532,663.277,657.552,661.804,660.442,656.503,657.128,660.093,660.453,660.203,660.92,659.247,657.676,660.234,660.355,656.165,659.623,656.14,656.14,656.14,662.237,663.535,661.25,658.908,661.368,657.072,657.963,656.503,662.717,663.727,659.153,659.623,659.247,664.106,662.717,657.854,658.911,661.804,656.627,660.053,658.53,660.698,656.534,658.911
Control,656.61,661.12,660.322,660.038,658.149,660.709,657.167,662.67,660.615,660.322,660.587,661.514,662.825,663.017,659.463,660.496,657.168,656.831,661.164,662.393,655.896,656.293,660.322,661.477,659.58,663.127,657.56,662.003,660.64,656.61,657.136,660.038,660.322,660.496,661.012,659.364,657.767,660.385,660.615,656.201,659.98,656.293,656.293,656.293,662.503,663.638,661.12,658.953,661.316,657.045,657.953,656.61,662.807,663.681,659.219,659.98,659.364,664.14,662.474,657.855,659.072,662.003,656.641,660.347,658.648,660.849,656.582,659.072
Infected,656.551,661.465,660.72,659.997,657.882,660.092,657.022,663.233,660.345,660.72,660.976,661.591,662.884,662.913,659.442,660.254,656.946,656.773,661.145,662.453,655.837,656.08,660.72,660.968,659.454,663.011,657.36,661.679,660.352,656.551,657.052,660.471,660.72,660.254,661.272,659.064,657.628,660.494,659.874,656.258,659.757,656.08,656.08,656.08,662.388,663.679,661.235,658.686,661.235,657.184,658.093,656.551,662.779,663.978,658.783,659.757,659.064,664.12,662.667,657.817,658.903,661.679,656.712,660.256,658.33,659.874,656.491,658.903
Infected,656.592,661.329,660.631,659.981,657.892,660.062,656.937,662.991,660.437,660.631,661.295,661.702,662.663,662.939,659.38,660.732,656.988,656.676,661.137,662.118,655.9,656.078,660.631,661.031,659.242,662.802,657.45,661.76,660.293,656.592,656.946,660.308,660.631,660.732,661.233,659.121,657.796,660.44,660.047,656.26,659.739,656.078,656.078,656.078,662.753,663.699,661.049,658.683,661.049,657.171,658.103,656.592,662.693,663.96,658.585,659.739,659.121,664.092,662.693,657.909,658.796,661.76,656.717,660.087,658.222,660.047,656.521,658.796
Infected,656.459,661.596,660.775,659.857,658.017,659.983,657.082,663.16,660.266,660.775,660.935,661.444,662.94,662.957,659.353,660.256,656.976,656.876,661.249,662.46,655.737,656.013,660.775,660.909,659.284,663.194,657.545,661.642,660.24,656.459,657.032,660.393,660.775,660.256,661.091,659.094,657.673,660.567,659.793,656.28,659.953,656.013,656.013,656.013,662.404,663.654,661.06,658.542,661.06,657.204,658.169,656.459,662.727,664.056,658.945,659.953,659.094,664.339,662.727,657.937,659.078,661.642,656.781,660.319,658.238,659.793,656.57,659.078
Control,277.713,178.976,168.896,70.2929999999999,654.541,314.244,69.934,177.773,183.027,469.378,769.594,195.02,133.785,1060.773,318.853,49.275,51.059,21.873,122.751,4259.099,1.37899999999996,530.712,156.297,530.712,21.873,974.358,440.756,151.919,49.275,196.218,103.909,83.973,1163.517,326.072,168.896,919.988,1849.416,704.425,181.417,1073.622,194.609,764.815,789.084,1686.326,3724.292,191.4,148.452,26.315,193.205,1163.517,405.219,1849.416,133.918,769.594,3.59899999999996,654.541,1085.457,200.549,2098.213,1073.622,314.244,919.988,163.33,49.275,789.084,318.853,56.527,200.624
Control,417.681,145.14,170.585,139.279,565.537,418.709,32.839,78.152,187.722,308.862,607.239,125.57,521.003,1205.83,328.011,9.97699999999998,126.982,3.32199999999997,149.434,4699.601,2.95999999999995,285.34,92.191,285.34,3.32199999999997,2529.488,310.73,157.833,6.65699999999995,125.34,143.441,5.82400000000004,1218.294,177.51,170.585,1252.887,1634.088,624.661,179.339,1116.599,187.068,1013.979,948.349,1177.693,3476.256,179.702,145.372,27.99,159.813,1218.294,451.323,1634.088,125.34,607.239,7.86000000000004,565.537,1066.62,287.818,2361.749,1116.599,418.709,1252.887,169.103,9.97699999999998,948.349,328.011,101.053,201.065
Infected,68.621,105.099,155.769,84.485,568.855,504.335,24.426,144.367,175.691,312.549,1034.47,184.822,375.817,536.5,477.785,82.34,280.379,11.448,270.801,5567.131,42.687,151.511,83.919,151.511,11.448,3222.593,405.098,151.609,52.853,145.891,254.752,12.064,1375.336,384.06,155.769,1438.834,1269.621,984.22,164.464,1234.913,159.254,1293.646,672.817,1082.966,4477.215,163.243,159.254,8.02099999999996,68.44,1375.336,368.645,1269.621,132.21,1034.47,25.6199999999999,568.855,1340.47,536.5,1551.203,1234.913,504.335,1438.834,2.09000000000003,124.209,672.817,477.785,70.683,180.236
Infected,258.211,126.867,149.167,65.3,451.629,353.409,77.1370000000001,176.419,170.245,262.097,801.292,151.819,368.404,966.673,495.668,19.008,273.831,6.07699999999997,322.006,5659.338,68.811,130.976,11.335,130.976,6.07699999999997,3422.477,332.011,101.892,32.8200000000001,123.994,176.851,19.748,1398.178,309.344,149.167,2129.607,1327.364,815.343,106.992,1371.491,176.606,1369.44,573.315,1061.122,4662.778,169.166,175.826,44.847,123.616,1398.178,342.793,1327.364,123.994,801.292,30.758,451.629,1238.762,407.563,1796.625,1371.491,353.409,2129.607,55.189,19.008,573.315,495.668,45.06,200.097
Infected,107.488,125.611,152.006,51.698,622.271,419.251,1.53200000000004,174.656,184.451,217.807,677.703,186.14,442.299,838.282,386.895,63.194,500.577,16.391,217.034,5351.883,84.4710000000001,189.887,92.301,189.887,16.391,2889.069,378.411,76.183,10.2449999999999,83.412,236.056,17.063,768.904,493.661,152.006,899.898,1367.018,1102.097,166.371,1304.47,180.521,1068.597,718.395,922.349,4368.627,182.565,149.669,9.01400000000004,166.527,768.904,403.314,1367.018,83.412,677.703,56.617,622.271,1594.799,516.389,1847.095,1304.47,419.251,899.898,174.128,63.194,718.395,386.895,53.08,200.189
