% Title: HIV, All Species Singlenet
% Creator: Neena Parikh
%
@RELATION infection

@ATTRIBUTE class {Control,Infected}
@ATTRIBUTE RASD2 NUMERIC
@ATTRIBUTE S1PR3 NUMERIC
@ATTRIBUTE B2M NUMERIC
@ATTRIBUTE KCNIP2 NUMERIC
@ATTRIBUTE SERINC2 NUMERIC
@ATTRIBUTE GRB2 NUMERIC
@ATTRIBUTE TRIM47 NUMERIC
@ATTRIBUTE TMEM176B NUMERIC
@ATTRIBUTE CP NUMERIC
@ATTRIBUTE CKLF NUMERIC
@ATTRIBUTE DDAH1 NUMERIC
@ATTRIBUTE DAK NUMERIC
@ATTRIBUTE RNF181 NUMERIC
@ATTRIBUTE SSTR1 NUMERIC
@ATTRIBUTE CPPED1 NUMERIC
@ATTRIBUTE CD53 NUMERIC
@ATTRIBUTE MACF1 NUMERIC
@ATTRIBUTE PLD4 NUMERIC
@ATTRIBUTE FGFRL1 NUMERIC
@ATTRIBUTE TMED4 NUMERIC
@ATTRIBUTE SPATA5 NUMERIC
@ATTRIBUTE GUSB NUMERIC
@ATTRIBUTE CDC23 NUMERIC
@ATTRIBUTE RBMS2 NUMERIC
@ATTRIBUTE PRSS23 NUMERIC
@ATTRIBUTE TNKS2 NUMERIC
@ATTRIBUTE FOXO1 NUMERIC
@ATTRIBUTE ARHGAP1 NUMERIC
@ATTRIBUTE ATP2B3 NUMERIC
@ATTRIBUTE ARHGAP23 NUMERIC
@ATTRIBUTE STK40 NUMERIC
@ATTRIBUTE TXNL1 NUMERIC
@ATTRIBUTE FOXC2 NUMERIC
@ATTRIBUTE TLE4 NUMERIC
@ATTRIBUTE ANKRD28 NUMERIC
@ATTRIBUTE FAHD1 NUMERIC
@ATTRIBUTE S100A10 NUMERIC
@ATTRIBUTE MRPL52 NUMERIC
@ATTRIBUTE RALGPS2 NUMERIC
@ATTRIBUTE HDDC3 NUMERIC
@ATTRIBUTE SLC40A1 NUMERIC
@ATTRIBUTE AGAP3 NUMERIC
@ATTRIBUTE PARP14 NUMERIC
@ATTRIBUTE EZH1 NUMERIC
@ATTRIBUTE ABI2 NUMERIC
@ATTRIBUTE COL11A1 NUMERIC
@ATTRIBUTE DCAF6 NUMERIC
@ATTRIBUTE SPATA6 NUMERIC
@ATTRIBUTE ESD NUMERIC
@ATTRIBUTE KTELC1 NUMERIC
@ATTRIBUTE ARMC10 NUMERIC
@ATTRIBUTE MAGI3 NUMERIC
@ATTRIBUTE NOP58 NUMERIC
@ATTRIBUTE RBM24 NUMERIC
@ATTRIBUTE CHCHD4 NUMERIC
@ATTRIBUTE SETBP1 NUMERIC
@ATTRIBUTE SYNJ2BP NUMERIC
@ATTRIBUTE TMEM150C NUMERIC
@ATTRIBUTE CDH23 NUMERIC
@ATTRIBUTE PRDM15 NUMERIC
@ATTRIBUTE FAM103A1 NUMERIC
@ATTRIBUTE RPS5 NUMERIC
@ATTRIBUTE MRS2 NUMERIC
@ATTRIBUTE MEX3C NUMERIC
@ATTRIBUTE EEF2 NUMERIC
@ATTRIBUTE DLG1 NUMERIC
@ATTRIBUTE CCDC126 NUMERIC
@ATTRIBUTE NRBF2 NUMERIC
@ATTRIBUTE ZNF503 NUMERIC
@ATTRIBUTE MSL1 NUMERIC
@ATTRIBUTE DTX3L NUMERIC
@ATTRIBUTE ATG10 NUMERIC
@ATTRIBUTE USP38 NUMERIC
@ATTRIBUTE CDCA7 NUMERIC
@ATTRIBUTE SFXN4 NUMERIC
@ATTRIBUTE KY NUMERIC
@ATTRIBUTE GALM NUMERIC
@ATTRIBUTE AZI2 NUMERIC
@ATTRIBUTE ADCY5 NUMERIC
@ATTRIBUTE FAM129B NUMERIC
@ATTRIBUTE PAN3 NUMERIC
@ATTRIBUTE RAB10 NUMERIC
@ATTRIBUTE ZBTB43 NUMERIC
@ATTRIBUTE RPS27A NUMERIC
@ATTRIBUTE ABHD13 NUMERIC
@ATTRIBUTE ZFP36L2 NUMERIC
@ATTRIBUTE SHANK2 NUMERIC
@ATTRIBUTE RNF207 NUMERIC
@ATTRIBUTE PCM1 NUMERIC
@ATTRIBUTE NPHP1 NUMERIC
@ATTRIBUTE ANKRD17 NUMERIC
@ATTRIBUTE THRB NUMERIC
@ATTRIBUTE COL27A1 NUMERIC
@ATTRIBUTE AP1M1 NUMERIC
@ATTRIBUTE DOCK1 NUMERIC
@ATTRIBUTE NOL6 NUMERIC
@ATTRIBUTE LTBR NUMERIC
@ATTRIBUTE CXCL16 NUMERIC
@ATTRIBUTE ENSA NUMERIC
@ATTRIBUTE AMN1 NUMERIC
@ATTRIBUTE CCNY NUMERIC
@ATTRIBUTE GABRG1 NUMERIC
@ATTRIBUTE PRKAR2A NUMERIC
@ATTRIBUTE FAM116A NUMERIC
@ATTRIBUTE ANKRD37 NUMERIC
@ATTRIBUTE ID4 NUMERIC
@ATTRIBUTE CASP3 NUMERIC
@ATTRIBUTE TPM3 NUMERIC
@ATTRIBUTE PRIC285 NUMERIC
@ATTRIBUTE ANGPT2 NUMERIC
@ATTRIBUTE USP9X NUMERIC
@ATTRIBUTE GPC3 NUMERIC
@ATTRIBUTE AS3MT NUMERIC
@ATTRIBUTE RBM39 NUMERIC
@ATTRIBUTE SUDS3 NUMERIC
@ATTRIBUTE RAPH1 NUMERIC
@ATTRIBUTE PROM2 NUMERIC
@ATTRIBUTE PXK NUMERIC
@ATTRIBUTE MPZL2 NUMERIC
@ATTRIBUTE REV3L NUMERIC
@ATTRIBUTE RGS5 NUMERIC
@ATTRIBUTE NSD1 NUMERIC
@ATTRIBUTE CSNK1A1 NUMERIC
@ATTRIBUTE TACR1 NUMERIC
@ATTRIBUTE A1BG NUMERIC
@ATTRIBUTE PURB NUMERIC
@ATTRIBUTE IGFBPL1 NUMERIC
@ATTRIBUTE LRTOMT NUMERIC
@ATTRIBUTE CREBZF NUMERIC
@ATTRIBUTE TNRC6A NUMERIC
@ATTRIBUTE AFF4 NUMERIC
@ATTRIBUTE CREBBP NUMERIC
@ATTRIBUTE EGR4 NUMERIC
@ATTRIBUTE CADM1 NUMERIC
@ATTRIBUTE RPL22 NUMERIC
@ATTRIBUTE CAMK2D NUMERIC
@ATTRIBUTE WIPF3 NUMERIC
@ATTRIBUTE OAF NUMERIC
@ATTRIBUTE SAMD4B NUMERIC
@ATTRIBUTE ZMIZ1 NUMERIC
@ATTRIBUTE ARHGEF7 NUMERIC
@ATTRIBUTE DAZAP2 NUMERIC
@ATTRIBUTE PNPO NUMERIC
@ATTRIBUTE SLC44A1 NUMERIC
@ATTRIBUTE MRPL51 NUMERIC
@ATTRIBUTE FXN NUMERIC
@ATTRIBUTE HDAC2 NUMERIC
@ATTRIBUTE MLLT10 NUMERIC
@ATTRIBUTE DNAJC5 NUMERIC
@ATTRIBUTE MMAA NUMERIC
@ATTRIBUTE HNRNPU NUMERIC
@ATTRIBUTE USP28 NUMERIC
@ATTRIBUTE NUP153 NUMERIC
@ATTRIBUTE ANAPC5 NUMERIC
@ATTRIBUTE CALCRL NUMERIC
@ATTRIBUTE LIMCH1 NUMERIC
@ATTRIBUTE FOXO3 NUMERIC
@ATTRIBUTE SCRT1 NUMERIC
@ATTRIBUTE GJB6 NUMERIC
@ATTRIBUTE PRKAA1 NUMERIC
@ATTRIBUTE MECOM NUMERIC
@ATTRIBUTE TRAF4 NUMERIC
@ATTRIBUTE SFRS18 NUMERIC
@ATTRIBUTE CSNK1G3 NUMERIC
@ATTRIBUTE TEAD2 NUMERIC
@ATTRIBUTE RPL37 NUMERIC
@ATTRIBUTE SPDYA NUMERIC
@ATTRIBUTE FOLR2 NUMERIC
@ATTRIBUTE SIX5 NUMERIC
@ATTRIBUTE EIF4E2 NUMERIC
@ATTRIBUTE ARL8A NUMERIC
@ATTRIBUTE PLBD2 NUMERIC
@ATTRIBUTE SEC63 NUMERIC
@ATTRIBUTE KRT19 NUMERIC
@ATTRIBUTE GATAD2A NUMERIC
@ATTRIBUTE PIGU NUMERIC

@DATA
Infected,37.7555,215.3995,550.4165,12.2655,85.5645,243.5115,168.1405,22.8435,700.1545,31.1305,266.7875,25.6725,1273.0435,0.573499999999999,295.1135,700.1545,21.8895,564.9675,4.2185,274.1765,55.0305,12.2185,338.3905,14.9495,2.5145,508.0805,212.8375,5.8465,563.6265,839.3745,243.5115,156.1225,41.8875,28.5975,437.8975,15.9175,570.6355,21.8535,8.5175,22.9835,193.4025,566.9255,8.5845,21.5385,27.2105,519.5175,570.6355,9.4975,25.7455,26.4745,193.3385,168.1405,26.8065,262.6795,11.6355,7.4595,211.6445,839.3745,2.2445,17.4835,1.8125,24.6365,25.3245,82.4275,26.8485,79.4275,143.4625,15.3415,160.7425,756.9595,21.2565,208.0155,489.4645,149.8805,9.8075,55.2535,570.6355,636.5195,108.8485,8.6205,168.1405,14.2945,90.6385,753.2155,160.7425,451.8325,11.6845,566.9255,220.6595,55.4215,285.4565,16.5015,262.6795,24.0995,8.1395,18.5095,263.0835,2613.2595,20.1595,570.6355,240.7995,272.3715,461.7925,26.3655,326.9025,344.6665,66.6305,243.5115,25.6805,564.6215,237.0175,10.6985,55.3345,212.8375,217.9655,149.8805,20.0115,12.3555,262.6795,157.0965,11.6515,24.5395,1273.0435,144.9845,27.3095,88.7575,25.0595,519.5175,52.1385,8.6205,194.4645,226.1935,839.3745,15.3415,8.9195,564.4845,174.7035,24.0975,570.6355,29.2405,95.7105,601.6845,11.3045,83.5725,519.5175,313.8765,105.1955,115.8815,11.6845,41.8875,8.9195,154.6325,208.3835,1.8125,381.0335,564.4845,566.9255,25.2465,27.3195,11.6225,8.4705,285.2095,8.3545,489.4645,25.6515,8.5175,16.4255,22.9835,145.7805,552.0655,194.0815,55.8135,412.1685,12.1045,47.3585,37.7845
Infected,47.9695,399.4735,379.2735,13.5115,99.9685,264.7925,204.7145,58.6855,799.5345,47.7395,212.3855,15.8335,1266.4835,16.2905,169.6845,799.5345,20.7805,160.1685,10.0645,245.6425,149.9465,21.0835,381.4555,9.1965,2.8595,438.0285,238.5295,0.347499999999997,762.9935,1497.1745,264.7925,271.5935,97.0395,62.9915,112.4765,18.3835,1506.6415,23.6575,0.493500000000001,16.8515,229.7895,694.9885,26.3605,6.2575,6.4295,571.1205,1506.6415,22.6265,26.0235,22.7355,205.5365,204.7145,26.2715,377.6165,26.8505,20.1145,147.4455,1497.1745,12.1275,21.5625,1.6765,23.3565,18.4855,36.6005,17.1605,14.7385,304.0545,22.3205,245.6425,887.3895,820.0935,168.8615,668.5825,104.9565,1.8975,39.8095,1506.6415,438.2615,79.7085,13.0495,204.7145,0.035499999999999,52.0905,824.0665,245.6425,565.7985,9.0415,694.9885,644.0265,35.4095,205.1225,3.0475,377.6165,23.5135,20.9585,7.1615,379.2735,2022.4395,12.2235,1506.6415,253.6225,258.7625,385.2545,14.6345,345.8325,332.1385,31.5155,264.7925,26.6135,691.1265,206.8755,16.5755,59.1055,238.5295,399.4735,104.9565,4.4265,5.3165,377.6165,103.5875,15.6965,10.9215,1266.4835,61.5595,27.2245,136.2815,22.7115,571.1205,21.4515,13.0495,173.8335,229.7895,1497.1745,5.4965,28.2225,708.1365,312.1935,26.0155,1506.6415,41.8935,95.9975,487.7015,11.2445,94.9865,571.1205,239.3805,197.8865,28.9835,9.0415,97.0395,28.2225,280.7305,307.5445,1.6765,553.6285,708.1365,694.9885,15.0525,15.9225,31.9235,7.7405,516.4555,20.1345,668.5825,24.9955,0.493500000000001,6.8325,14.8995,142.7045,1264.3735,28.7755,112.6975,512.1255,9.97649999999999,51.2265,16.1925
Infected,58.3645,297.7305,362.9255,21.3955,103.2995,245.8695,257.8185,71.5785,1227.1795,179.3625,529.4085,23.1385,1298.3245,7.9935,314.5065,1227.1795,19.3025,261.4335,5.2825,190.1625,144.1885,54.1305,388.6685,9.2725,23.9285,481.4255,316.4195,15.2905,792.9535,940.0635,245.8695,229.0915,52.8895,61.8065,353.8915,8.1585,794.4975,3.4795,20.6315,19.0335,212.3905,691.4255,24.3865,8.8115,27.1505,735.8905,794.4975,12.3845,26.3215,25.3595,245.8875,257.8185,25.8765,491.6725,36.4345,3.7925,163.3155,940.0635,14.4015,14.5585,7.0175,23.7615,8.5395,71.9965,20.7105,23.6685,213.5285,13.7145,156.1065,844.4915,406.6155,163.7085,757.3445,221.2575,7.54049999999999,65.6185,794.4975,419.9705,66.3155,17.9435,257.8185,0.239500000000003,71.4525,798.2025,149.3825,483.2205,20.1755,691.4255,505.2885,50.3375,296.5695,33.7915,491.6725,11.0035,22.7795,23.7935,224.9215,1901.5505,8.0355,794.4975,246.2215,514.1395,377.1535,20.1045,167.3755,323.3675,34.6755,245.8695,25.8035,674.9805,278.0625,12.5795,57.9665,316.4195,297.7305,221.2575,21.2285,14.9685,491.6725,128.8155,9.5685,8.8785,1298.3245,41.8195,27.3675,156.1065,24.3195,735.8905,33.0815,17.9435,155.3945,212.3905,940.0635,13.7145,4.28749999999999,807.6685,204.0075,18.8295,794.4975,51.3905,79.4645,504.3765,16.3265,93.3285,735.8905,691.4255,140.3735,47.0175,20.1755,52.8895,4.28749999999999,197.6065,181.6225,7.0175,304.1325,807.6685,493.4285,23.6855,24.3725,28.4385,19.9535,381.3605,10.1875,757.3445,25.6345,20.6315,39.0545,18.5345,80.6645,797.4085,23.3325,52.8895,1158.8905,6.1765,17.1105,34.1735
Infected,73.9855,170.5815,472.5535,14.2265,95.8685,247.9435,139.8605,93.3375,956.7095,30.9885,318.9495,14.7175,1559.8125,0.366499999999998,263.4525,956.7095,18.2015,418.0445,5.28449999999999,364.2985,98.3895,58.3725,315.6345,3.4565,25.6495,362.1395,193.7945,4.2675,867.5125,955.2655,183.3325,255.2435,56.9915,49.3335,380.7735,8.4615,719.2875,1.9375,55.1735,13.8715,255.3095,388.9055,13.5435,12.4845,35.7965,624.6185,719.2875,9.5335,26.3675,25.0895,259.4025,139.8605,24.0025,299.0095,37.0185,14.3925,175.2105,955.2655,30.9215,17.0875,9.4775,16.7465,23.5865,76.4445,13.3405,72.5075,196.3825,14.2935,154.2425,595.6605,6.5755,142.3685,349.5825,127.8125,4.3695,61.5495,719.2875,492.4715,96.7635,13.9335,139.8605,7.1065,55.9615,620.5075,154.2425,330.7165,6.7655,388.9055,318.2085,42.6125,267.1445,12.2575,299.0095,13.5875,8.0945,3.0785,287.3145,2375.5805,9.7135,719.2875,262.5575,301.9975,376.1895,21.0115,222.8375,234.1645,33.6385,183.3325,23.7715,735.6755,237.0285,32.4545,56.3885,193.7945,193.6575,127.8125,17.2005,6.5865,299.0095,69.1705,8.6975,4.9345,1559.8125,88.8715,27.1065,124.7855,26.9355,624.6185,52.9835,13.9335,189.4675,255.3095,955.2655,14.2935,15.1645,451.5725,223.9135,2.1695,719.2875,113.2885,113.2885,470.5335,22.0965,115.6005,624.6185,388.9055,200.5735,132.7785,6.7655,56.9915,15.1645,181.7075,170.0685,9.4775,259.8775,451.5725,808.0495,11.3385,17.9365,53.9145,6.8745,428.1625,1.3555,349.5825,23.8785,55.1735,5.0685,8.2865,98.5445,602.7415,29.5425,67.7225,364.5645,3.8715,151.7225,36.3565
Infected,42.8775,211.7795,298.4295,24.1375,67.6715,222.5615,76.9105,55.7745,766.6425,38.4415,294.1545,15.4995,1195.2175,2.9285,189.9735,766.6425,22.0875,175.3205,10.9875,394.4465,96.8705,29.0055,266.0695,6.7395,35.7055,309.3135,110.8755,10.7365,746.2835,997.0395,148.1905,362.2905,50.4065,34.4215,511.7535,8.4745,717.6555,12.8755,70.4975,15.9165,287.9785,689.2555,2.9285,12.8245,12.2565,462.1015,717.6555,9.6505,25.7755,25.1155,242.9165,59.0835,25.1705,170.1135,22.9825,6.0175,164.7535,997.0395,29.7205,15.5075,38.4415,22.6995,23.8335,91.1015,9.5385,66.7145,229.8895,18.6545,234.8035,1176.6275,398.6285,273.6825,562.5865,139.0495,5.29949999999999,26.3155,717.6555,791.7145,144.2855,32.6355,59.0835,12.5195,35.1005,485.7855,234.8035,330.5315,3.7785,689.2555,361.4645,34.0375,240.3425,16.1815,170.1135,8.5055,14.0695,11.6755,174.8975,2155.6445,7.9095,717.6555,233.5905,169.9545,529.3925,15.2165,213.7685,166.0415,6.6925,252.2665,20.4625,708.2635,159.3275,18.2515,60.3905,110.8755,216.9645,139.0495,7.0215,6.8055,170.1135,53.6825,6.5155,7.8605,1195.2175,37.3585,27.2425,166.0415,25.3835,462.1015,60.3895,32.6355,159.3275,287.9785,997.0395,18.2345,10.3585,456.2035,216.8605,20.4345,717.6555,83.8015,83.8015,395.7175,3.4615,122.9495,462.1015,132.3285,197.6185,104.8005,3.7785,50.4065,10.3585,233.1395,375.5395,38.4415,414.7835,456.2035,708.7055,22.3085,4.2305,24.3325,5.0995,580.4965,1.0035,562.5865,24.4595,70.4975,14.2915,17.1755,128.9385,500.8725,29.1075,110.8595,573.4715,3.7055,173.1185,22.7505
Infected,29.8045,180.9645,265.9365,11.2405,68.0075,342.9975,153.7165,35.5325,1051.7205,84.4875,570.9885,16.6825,1652.3015,19.3035,454.9025,1051.7205,18.9765,340.0675,12.1935,272.7655,153.0185,36.8285,369.3125,20.8695,65.5005,349.1935,203.4525,3.7385,1004.7075,815.3655,152.0855,455.2455,30.5835,45.0285,576.5325,8.4935,668.6845,18.2995,130.8625,16.9825,389.8815,699.0205,3.1745,2.3935,26.4075,716.4805,668.6845,15.6035,26.2545,26.4835,186.0705,153.7165,25.1385,417.4725,39.5485,8.6935,143.8515,815.3655,11.3495,24.1215,84.4875,24.6415,24.6955,96.7035,11.9235,14.8775,216.8185,24.3215,183.1155,1148.1335,214.8225,209.2395,479.7485,252.8195,3.6365,69.5705,668.6845,372.6515,66.8085,0.982499999999998,153.7165,4.8525,36.2295,846.8925,183.1155,337.3305,2.3765,699.0205,807.3795,33.6415,261.8745,26.7465,417.4725,9.2135,9.9285,23.9575,136.5555,1977.4195,2.1045,668.6845,187.5855,478.9605,492.4155,22.3465,114.4695,347.5895,19.2445,160.5995,25.6395,558.6005,183.0925,12.2085,61.4225,203.4525,180.9645,252.8195,5.4255,10.1175,417.4725,149.1375,5.4275,12.9645,1652.3015,61.6815,24.1445,133.4765,22.2165,716.4805,30.5075,0.982499999999998,133.0155,389.8815,815.3655,19.3245,2.0385,694.7205,208.3605,20.6505,668.6845,77.6775,84.4875,421.3705,52.0805,157.2995,716.4805,699.0205,153.4695,117.2205,2.3765,30.5835,2.0385,270.1415,137.2045,84.4875,294.1055,694.7205,607.9085,19.9855,4.6115,21.8725,7.7615,644.4005,7.5155,479.7485,24.7665,130.8625,31.9125,14.4435,99.7765,550.1225,22.1795,97.8745,841.7935,16.8895,22.6605,33.8525
Infected,68.7865,192.1295,716.3925,0.672500000000003,67.0495,228.2895,165.1315,36.7185,815.2865,0.170500000000004,337.5065,26.6355,1332.5255,14.0525,335.0545,815.2865,21.1335,376.9095,2.4315,186.7355,90.4025,24.1455,286.8925,23.5235,5.6765,505.0915,231.3215,9.2035,705.5065,792.9575,204.8085,154.9855,58.8515,34.0655,217.9445,9.2275,755.2655,10.2285,21.3195,18.3675,187.4245,397.2115,17.6505,8.2825,29.3205,558.6105,755.2655,38.3405,26.7265,26.8725,189.8185,165.1315,26.5075,274.6985,16.2965,3.1065,250.5435,792.9575,14.3295,23.8715,6.1815,24.6405,12.3535,76.4935,20.6375,41.9455,159.5875,4.7775,186.3665,521.0075,163.4555,237.7435,353.1665,129.8065,9.0755,63.8375,755.2655,622.5395,58.9485,11.6975,165.1315,5.7555,51.5415,904.3455,186.3665,472.6345,21.2875,397.2115,266.7675,76.4935,248.8605,20.9835,274.6985,25.5595,12.3035,4.8975,414.7435,2025.2285,24.5295,755.2655,217.7855,344.3445,425.9145,0.901499999999999,372.0755,513.3385,48.5215,204.8085,26.4825,926.6885,230.1385,32.2315,73.7385,231.3215,194.2135,129.8065,21.3115,14.3935,274.6985,113.2405,3.7375,14.2585,1332.5255,226.9885,27.2365,119.0815,27.0195,558.6105,24.0175,15.6285,212.7465,187.4245,792.9575,4.7775,0.626499999999997,639.6615,160.4225,18.5775,755.2655,96.5455,141.0025,545.3855,21.5735,82.3185,558.6105,368.5025,146.8855,80.7025,24.6325,58.8515,0.626499999999997,136.2295,263.0535,6.1815,395.5775,639.6615,680.9345,6.2545,95.5175,138.9345,5.3695,334.1135,8.1525,353.1665,25.0635,21.3195,22.2835,15.5435,101.4255,562.5465,81.7895,58.8515,276.3695,8.0685,74.6305,29.5585
Infected,56.0445,224.9755,956.7035,12.6795,87.2065,202.0105,70.2565,32.3165,480.6395,3.3405,352.6225,27.1055,1504.8825,3.1115,307.8085,480.6395,21.6395,230.6565,6.36049999999999,394.4325,112.0835,30.0915,402.5485,9.0155,10.1775,654.9245,320.1565,8.0415,750.9055,1341.6685,151.6735,297.9675,79.1275,15.0435,196.1485,6.3705,1187.7295,22.2905,4.6485,17.6925,98.6455,368.0895,22.2015,18.9025,49.7595,729.5735,1187.7295,23.0525,26.2645,27.3235,169.5845,70.2565,26.6015,218.9215,22.5445,15.5795,253.0085,1341.6685,9.0785,26.9825,8.5085,24.3665,24.6185,53.2125,25.5785,13.5425,138.5065,10.1245,394.4325,507.2745,1220.8355,242.1495,328.4135,148.6705,13.0705,31.5635,1187.7295,379.5715,86.0765,9.8595,70.2565,6.3825,18.6895,1201.8705,394.4325,539.4755,21.1155,368.0895,335.3925,37.0995,279.6435,23.4185,218.9215,22.3245,14.0475,25.3255,425.3135,1324.7515,20.1605,1187.7295,157.5875,388.4515,275.9905,16.7675,689.4025,278.5655,49.5075,151.6735,24.3445,1027.3055,259.7005,15.2455,43.0425,320.1565,224.9755,148.6705,16.4215,19.3535,218.9215,150.8955,12.5185,14.8175,1504.8825,89.0345,27.3635,155.9425,24.8305,729.5735,21.0385,9.8595,149.9405,98.6455,1341.6685,10.1245,15.8835,946.6805,172.2205,25.9285,1187.7295,75.4395,78.4705,472.0385,7.97049999999999,44.9705,729.5735,161.1095,158.5395,16.3255,23.1575,79.1275,15.8835,109.6305,268.4535,8.5085,592.2235,946.6805,368.0895,9.2705,24.9905,81.4875,5.6485,182.0535,5.5875,328.4135,24.8235,4.6485,16.8965,22.8875,137.1655,974.9795,22.7945,79.1275,313.2875,3.0885,42.4825,21.3435
Infected,17.9425,236.9605,181.6555,14.7885,69.9425,438.3855,173.1935,36.6815,920.7535,165.5885,752.7125,18.2145,1584.5105,17.3245,454.4815,920.7535,20.3655,335.7465,4.5675,158.8575,136.0305,33.8285,324.1405,9.7505,84.2885,385.2245,199.8485,2.4615,1365.6455,731.6945,185.1165,420.1655,27.4935,25.0245,601.0385,6.9065,679.3605,50.4155,131.5005,11.0585,409.0905,569.6265,8.8885,0.578500000000002,40.8135,768.6535,679.3605,25.6755,26.8815,26.6795,222.4905,173.1935,18.2495,360.7525,51.6205,2.8815,185.3505,731.6945,1.1675,14.9455,51.2825,19.3725,14.5905,81.1305,16.0845,8.9485,202.4735,25.5505,158.8575,1155.0325,614.6275,245.0305,413.7955,176.1845,5.5125,72.8815,679.3605,505.1215,69.5745,29.7065,173.1935,2.2205,47.4085,616.0765,158.8575,343.7875,20.1935,569.6265,736.1945,64.2605,287.5505,18.7535,360.7525,9.0395,5.8665,15.4525,130.4235,1434.8555,1.4885,679.3605,158.8055,462.0425,327.8865,11.3515,160.7735,350.1585,28.5085,185.1165,25.1875,791.2355,191.6565,13.4685,42.6595,199.8485,236.9605,176.1845,15.4815,5.3085,360.7525,126.7685,4.7035,20.3915,1584.5105,44.0915,27.2785,128.7655,26.1355,768.6535,36.5565,29.7065,155.5425,409.0905,731.6945,14.7255,3.8825,844.0775,181.4325,7.2715,679.3605,91.1875,91.1875,335.4385,28.4865,201.0275,768.6535,569.6265,106.1715,128.4035,22.7905,27.4935,3.8825,239.5145,111.0605,51.2825,224.5425,844.0775,807.9885,22.0525,7.3395,30.2565,17.6935,556.3015,19.0425,413.7955,24.9705,131.5005,31.9235,11.7705,79.4125,496.3285,22.9005,93.8705,979.6465,3.7485,32.2685,24.3045
Infected,64.0525,225.4735,297.4725,10.3745,80.8535,372.7825,282.7095,29.9705,823.9635,5.0905,469.3925,15.7895,1823.4935,7.5265,600.9515,823.9635,23.0435,625.7005,9.85449999999999,228.6055,125.6115,36.5875,367.3225,8.5935,8.5625,480.5765,409.3905,4.6735,1120.9215,863.9025,228.9725,105.0525,29.9505,54.9525,456.8065,15.2555,1232.9775,4.3395,6.7135,18.9935,166.7795,725.0405,13.7035,7.5915,64.7765,745.8065,1232.9775,5.5515,26.6845,25.4805,180.1615,282.7095,25.6025,485.8605,21.5595,6.5155,232.4625,863.9025,18.5685,17.6035,9.1575,16.5625,25.5365,114.6775,19.5895,35.2455,157.1915,19.7825,185.6475,747.2325,63.2975,184.1785,195.0465,114.7935,0.908500000000004,64.2295,1232.9775,322.8555,72.9215,2.0995,282.7095,6.48549999999999,44.9075,788.9195,185.6475,496.6625,18.8395,725.0405,446.8825,114.6775,297.6415,27.2725,485.8605,13.9295,10.5245,3.0295,236.3255,2984.8055,15.9565,1232.9775,210.4585,663.6905,67.1055,18.5225,257.0585,634.3015,122.3735,228.9725,25.8865,1410.7725,476.5745,18.7025,63.6535,409.3905,225.4735,151.6645,17.5775,1.9245,485.8605,101.9835,2.9805,6.7615,1823.4935,33.1565,27.0995,122.9485,26.4705,745.8065,33.3195,2.0995,273.7045,176.4835,863.9025,19.7825,2.0455,961.1395,219.4725,17.5645,1232.9775,77.0495,77.0495,400.0675,26.1975,69.0455,745.8065,725.0405,68.2705,41.4985,18.8625,29.9505,2.0455,99.0845,128.7555,9.1575,311.9575,961.1395,622.1665,24.0355,24.7495,80.3085,2.4355,266.0105,6.5185,195.0465,25.6375,6.7135,35.5765,23.5855,90.5945,956.7515,13.1845,51.0615,608.4495,4.5915,35.0395,8.8835
Infected,63.9575,333.6475,314.7535,15.4215,109.4915,301.1245,257.8505,17.4155,1409.2135,164.6965,613.1345,21.7465,1465.5905,3.2835,448.0035,1409.2135,20.3755,280.6655,12.5495,408.2775,153.1485,38.7095,359.2885,10.5965,26.3595,441.8365,321.4625,7.4825,986.4225,886.3255,301.1245,250.8635,41.3345,24.0355,308.6165,5.9195,794.1065,6.9335,25.7085,20.8175,295.8645,699.1555,24.3155,12.0175,30.3395,891.6535,794.1065,20.2085,26.1715,25.6505,209.3275,257.8505,25.1565,541.2475,40.3035,1.4985,179.3195,886.3255,8.47949999999999,23.0965,2.5285,22.5885,18.3855,68.7605,16.3225,22.4995,155.0985,26.3235,156.0015,811.7245,1063.8515,153.9525,811.7245,150.4975,6.7105,65.0875,794.1065,438.5115,62.3415,6.7455,257.8505,3.2415,48.3905,741.4795,139.8955,427.9405,9.8715,699.1555,439.0655,68.7605,349.1955,21.8645,541.2475,9.0855,6.4285,10.4595,228.0175,1413.3965,8.0305,794.1065,207.5055,542.4275,425.3615,25.1275,128.2215,389.3875,47.6405,301.1245,25.3755,731.2465,343.1775,12.4475,41.3675,321.4625,333.6475,150.4975,14.2795,0.117499999999996,541.2475,144.9645,0.961500000000001,22.2235,1465.5905,58.6205,27.3945,156.0015,27.1115,891.6535,25.8315,6.7455,125.6175,295.8645,886.3255,21.0395,6.0465,891.4555,219.7705,20.0405,794.1065,42.2915,56.1665,446.7645,23.9445,118.8305,891.6535,699.1555,133.9245,71.0365,9.8715,41.3345,6.0465,210.2205,135.4105,2.5285,282.5845,891.4555,616.9815,5.5455,8.0175,18.2525,13.1555,331.2285,10.5705,811.7245,25.5365,25.7085,28.6525,18.7425,73.2485,815.9665,24.7755,41.3345,1077.6315,0.417500000000004,7.2485,42.3105
